filename,urchin_regular_pencil-cidaroida,polychaete-serpulidae,basket_snake_stars-euryalida,barnacles-bathylasmatidae,brachiopods-brachiopoda,antarctic_scallop-antarctic_scallop,octocorals_bottle_brush_complex-gorgonacea,octocorals_bottle_brush_simple-gorgonacea,octocorals_branching_arborescent-gorgonacea,octocorals_branching_bushy-gorgonacea,hydroids_colonial_feather-hydroidolina,octocorals_fleshy_arborescent-alcyonacea,octocorals_fleshy_mushroom-alcyonacea,octocorals_quill-pennatulacea,octocorals_seafan_flexible-gorgonacea,anemones_solitary-actiniaria,hydroids_solitary-hydroidolina,stony_corals_solitary-scleractinia,octocorals_whip-gorgonacea,octocorals_whip-pennatulacea,octocorals_whip_simple_umbellula-pennatulacea,anemones_colonial-zoantharia,octocorals_bottle_brush_complex-antipatharia,ascidians_stalked_colonial-ascidiacea,ascidians_stalked_solitary-ascidiacea,ascidians_unstalked_colonial-ascidiacea,ascidians_unstalked_solitary-ascidiacea,octocorals_bottle_brush_simple-antipatharia,crinoid_stalked-crinoid_stalked,octocorals_whip-alcyonacea,anemones_colonial-corallimorpharia,octocorals_seafan_fern_simple-antipatharia,octocorals_branching_bushy-antipatharia,octocorals_seafan_fern_complex-antipatharia,octocorals_branching_arborescent-alcyonacea,worms_acorn-pterobranchia,octocorals_seafan_fern_simple-gorgonacea,octocorals_seafan_fern_complex-gorgonacea,octocorals_bottle_brush_simple-alcyonacea,octocorals_bottle_brush_complex-alcyonacea
PS96_106_0008__PS96_106-2_2016-01-31_0056.jpg,15761.021312116,0.0,0.0,0.0,2968.6404381873,0.0,0.0,11171.458181244,0.0,0.0,26536.391100491,36122.889671611,0.0,0.0,0.0,4601.1542951398,0.0,4871.9328783417,0.0,0.0,0.0,0.0,0.0,1520.5308443375,5026.5482457437,2123.7166338267,6215.5480739849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0008__PS96_001-4_2015-12-23_3535.jpg,0.0,145530.99011588,0.0,0.0,0.0,0.0,76287.259535442,137624.277306015,0.0,0.0,86756.248728462,0.0,0.0,0.0,1336247.759374997,0.0,4584.3376638244,0.0,0.0,0.0,0.0,0.0,0.0,6777.0715966444,10568.317686676,48056.020136200634,14735.867478811699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_008_0012__PS96_008-2_2015-12-30_4047.jpg,0.0,427252.48037529,0.0,0.0,3293.8480565904,0.0,0.0,6757.8937801447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63347.074266985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9940.195505499,4989.4174480116,11309.733552923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_010_0011__PS96_010-3_2016-01-01_4297.jpg,0.0,60149.740020783,177967.32856513,0.0,0.0,0.0,0.0,81936.5773001202,0.0,0.0,0.0,0.0,15393.80400259,0.0,34801.425341165,0.0,0.0,2231.2297884142,0.0,0.0,0.0,0.0,0.0,40357.14524697414,26817.929855535,30487.2591811262,12199.698865259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_048_0026__PS96_048-2_2016-01-18_0687.jpg,349813.25096421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3631.6811075498,9020.0866865539,1520.5308443375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_072_0007__PS96_072-4_2016-01-23_1414.jpg,0.0,262643.23927322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31409.64366475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_026_0009__PS96_026-3_2016-01-08_4639.jpg,0.0,9052.6324348475,0.0,0.0,2211.181400736,8938.3199312799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29131.478680054202,2827.4333882308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_010_0003__PS96_010-3_2016-01-01_4159.jpg,0.0,1427234.8428967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22151.246964189,0.0,0.0,0.0,0.0,43822.7423750732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20447.6364537977,136595.8944011399,5281.0172506844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_072_0002__PS96_072-4_2016-01-23_1322.jpg,0.0,107010.16549744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728.4132152231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_026_0003__PS96_026-3_2016-01-08_4593.jpg,0.0,0.0,10707.252736825,0.0,10887.745088756,0.0,0.0,17541.996800109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5102.5629787714,8044.2957137588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_090_0006__PS96_090-4_2016-01-29_1565.jpg,0.0,0.0,134913.4122564,0.0,0.0,0.0,0.0,10836.021907307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4971.4082681249,0.0,0.0,0.0,0.0,0.0,7238.2294738709,3019.0705400998,22762.140651254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_010_0009__PS96_010-3_2016-01-01_4338.jpg,0.0,0.0,329140.71144968,0.0,0.0,0.0,0.0,117991.542299488,0.0,0.0,14347.83083477,0.0,0.0,0.0,0.0,2298.7111986133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11221.768958622799,0.0,25171.916260790098,2123.7166338267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0009__PS96_007-1_2015-12-29_3628.jpg,0.0,6339.1257626065,0.0,0.0,0.0,0.0,0.0,64507.71556666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38158.551233268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43954.5945862381,12167.388347353299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_027_0003__PS96_027-2_2016-01-14_4695.jpg,0.0,0.0,0.0,0.0,6913.225744831,0.0,0.0,180721.98507458603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20166.967696224627,19300.786367556997,0.0,2263.1581087119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0026__PS96_007-1_2015-12-29_3843.jpg,0.0,0.0,0.0,0.0,2903.3342667415,0.0,0.0,19059.577987776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38207.4293884103,1256.6370614359,57730.08692978449,22362.1785214995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_090_0016__PS96_090-4_2016-01-29_1628.jpg,0.0,0.0,0.0,0.0,1158.1167158193,0.0,0.0,152173.117144871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43743.536108584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16190.8136626653,9332.4418402914,4586.7252742411,3595.455088502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0031__PS96_001-4_2015-12-23_3466.jpg,0.0,0.0,0.0,0.0,2808.6152482358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12468.981242098,0.0,0.0,0.0,136521.13472578302,0.0,0.0,0.0,3216.9908772759,0.0,1576.3255298652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0005__PS96_007-1_2015-12-29_3638.jpg,0.0,0.0,0.0,0.0,3069.925385339,0.0,0.0,18660.384605744,0.0,0.0,62472.500739477895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3631.6811075498,69288.33962532139,7957.654191543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_106_0003__PS96_106-2_2016-01-31_0100.jpg,0.0,51673.112315786,0.0,0.0,0.0,0.0,0.0,26593.581812637596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28952.917895484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224265.57920814413,5808.8048164875,120000.68819083058,3631.6811075498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0002__PS96_001-4_2015-12-23_3416.jpg,0.0,0.0,0.0,0.0,0.0,18723.389560571,444243.614910387,1428734.4017251553,0.0,230670.62660317,0.0,0.0,41013.474813854904,0.0,1155000.0466769119,0.0,0.0,5114.8150612575,33945.4970423416,0.0,0.0,0.0,0.0,0.0,4536.4597917837,16304.116916442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0029__PS96_001-4_2015-12-23_3423.jpg,0.0,0.0,0.0,0.0,0.0,12876.007242934,0.0,11562.08240646,0.0,0.0,0.0,0.0,0.0,221181.48120773002,0.0,0.0,0.0,0.0,4653.6761017221,235319.814513138,0.0,0.0,0.0,0.0,0.0,21128.47854218631,5541.7694409324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0007__PS96_007-1_2015-12-29_3732.jpg,0.0,0.0,0.0,0.0,0.0,19950.671894411,0.0,8494.8665353068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.4423602331,9852.0345616576,28511.916826736302,16517.9613584607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_061_0011__PS96_061-1_2016-01-21_1156.jpg,0.0,0.0,0.0,5831.4080336005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6824.5967007909,0.0,0.0,0.0,35665.115501355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0004__PS96_001-4_2015-12-23_3439.jpg,0.0,0.0,0.0,0.0,0.0,0.0,63928.339593733,550740.8148761634,0.0,0.0,156521.707501204,0.0,0.0,0.0,158167.83136585,2827.4333882308,0.0,4498.3384498879,7685.2517190984,0.0,0.0,0.0,0.0,0.0,0.0,16343.1697405599,7238.2294738709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0011__PS96_001-4_2015-12-23_3502.jpg,0.0,0.0,0.0,0.0,0.0,0.0,120527.38091159,662692.7603224881,0.0,0.0,0.0,0.0,18913.041540042,0.0,0.0,3208.953426631,0.0,0.0,0.0,9613.0631142433,0.0,0.0,0.0,0.0,8640.497223259401,31339.161719407603,3216.9908772759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0013__PS96_001-4_2015-12-23_3517.jpg,0.0,0.0,0.0,0.0,0.0,0.0,36648.145710563,232902.735586434,0.0,0.0,19611.643781606,0.0,0.0,0.0,179832.62784037,0.0,0.0,0.0,0.0,63136.481761902,0.0,0.0,0.0,3659.5058795234,0.0,10306.191049642199,8303.1919984852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0014__PS96_001-4_2015-12-23_3544.jpg,0.0,0.0,0.0,0.0,0.0,0.0,38336.80910559,62679.2228020502,0.0,0.0,59707.160930045,0.0,0.0,0.0,172079.86298099,29331.060407621997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6411.9906059768,4536.4597917837,23591.5540985247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0016__PS96_001-4_2015-12-23_3476.jpg,0.0,0.0,0.0,0.0,0.0,0.0,37957.999183926,176122.207931729,20116.247336103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90612.585209973,39187.6637874753,0.0,51614.812210116404,114620.44279371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0004__PS96_007-1_2015-12-29_3617.jpg,0.0,0.0,0.0,0.0,0.0,0.0,45806.188035207,58628.742021617996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127416.50153015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9295.15647620081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_008_0004__PS96_008-2_2015-12-30_3912.jpg,0.0,0.0,0.0,0.0,0.0,0.0,16604.228236092,129652.51973409101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18242.062694362,3221.0133725096,0.0,54153.0550606459,5109.8284112384,0.0,0.0,0.0,8066.4651380556,10034.3958470576,3734.9465147104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0006__PS96_001-4_2015-12-23_3583.jpg,0.0,0.0,0.0,0.0,0.0,0.0,342513.50910618,212996.56228978123,20652.724547186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59767.810318701,0.0,0.0,4536.4597917837,9897.992606427699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_008_0005__PS96_008-2_2015-12-30_3985.jpg,0.0,0.0,0.0,0.0,0.0,0.0,9160.8841778678,66348.70425546801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34458.7494014146,11089.979146804599,18284.778615514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_057_0002__PS96_057-3_2016-01-21_0956.jpg,0.0,0.0,0.0,0.0,0.0,0.0,26015.528764377,233432.8584349987,33212.767993941,0.0,0.0,0.0,0.0,0.0,89854.496016142,0.0,0.0,0.0,4576.6485270051,0.0,0.0,0.0,0.0,5673.8721553788,33721.626357381196,449320.4223664795,14515.912639081998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_090_0025__PS96_090-4_2016-01-29_1639.jpg,0.0,0.0,0.0,0.0,0.0,0.0,28352.873698648,78426.719004216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57349.635975364,0.0,24385.117575387198,0.0,0.0,0.0,0.0,0.0,104154.3126949274,26711.9472848873,46963.55202542678,12020.4403509816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_061_0017__PS96_061-1_2016-01-21_1188.jpg,0.0,0.0,0.0,0.0,0.0,0.0,114174.33451324,141711.6604224948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19507.531086907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31512.3065185062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_090_0023__PS96_090-4_2016-01-29_1663.jpg,0.0,0.0,0.0,0.0,0.0,0.0,23653.154447276,0.0,0.0,0.0,0.0,21701.611643092,0.0,0.0,0.0,0.0,16787.445919649,1615.9799689759,0.0,0.0,0.0,0.0,0.0,6059.0493217871,21361.0157746532,43869.18065101284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_090_0024__PS96_090-4_2016-01-29_1703.jpg,0.0,0.0,0.0,0.0,0.0,0.0,361132.01180269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266998.02327511803,163957.84348924,0.0,0.0,0.0,0.0,0.0,0.0,3421.1943997593,0.0,8596.57434082967,12545.591178070401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_008_0010__PS96_008-2_2015-12-30_4064.jpg,0.0,0.0,0.0,0.0,0.0,0.0,3392.2276588561,54566.6631085782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10060.72459261,0.0,0.0,10899.0900157,0.0,0.0,0.0,0.0,9646.4565923883,4349.803961616901,0.0,3392.2276588561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0005__PS96_001-4_2015-12-23_3481.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429571.10141734354,0.0,307329.998677819,0.0,0.0,0.0,113808.96006889,0.0,0.0,0.0,0.0,0.0,855901.7693719739,0.0,0.0,0.0,20764.953546506,2173.0082225615,4448.669241716199,10420.2814426092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0007__PS96_001-4_2015-12-23_3426.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74114.997385857,0.0,0.0,6666.0743057054,0.0,0.0,0.0,152745.0202157,0.0,0.0,0.0,19778.0226029555,49309.8083790026,0.0,0.0,0.0,2480.7181034536,3265.8140545461,12076.282160399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_001_0017__PS96_001-4_2015-12-23_3411.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23550.29885145768,0.0,0.0,0.0,0.0,0.0,9039.2747860002,0.0,0.0,0.0,0.0,17544.453196077,56766.175442259,0.0,0.0,0.0,15176.158805533,0.0,3469.0499664922,0.0,72927.579718955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0001__PS96_007-1_2015-12-29_3660.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9133.7609235338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3310.1441260031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9160.8841778678,1520.5308443375,94119.7132114888,5554.3358115468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0002__PS96_007-1_2015-12-29_3725.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42093.371213308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3421.1943997593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9229.999216246899,27578.038512230036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0003__PS96_007-1_2015-12-29_3697.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40773.791714738996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11108.6716230934,5026.5482457437,13969.762778377899,17420.1312641551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0006__PS96_007-1_2015-12-29_3765.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24190.971547626003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5026.5482457437,13587.3882267758,0.0,1017.8760197631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0008__PS96_007-1_2015-12-29_3705.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47607.4352627877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55181.8453098816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7520.9728126939,4878.8933910249,14374.3320537586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0010__PS96_007-1_2015-12-29_3806.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9482.594575329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22204.03828714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9732.6540408212,5869.8220856426005,3896.9835805972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PS96_007_0013__PS96_007-1_2015-12-29_3649.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17249.888358257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3216.9908772759,81308.5515471363,4974.0864758621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
